-35881,148601,979468.2
-35881,148621,979470.6
-35881,148641,979443.6
-35881,148661,979476.5
-35881,148681,979445.8
-35881,148701,979470.9
-35881,148721,979470.2
-35881,148741,979427.8
-35881,148761,979477.5
-35881,148781,979475.8
-35881,148801,979519.5
-35881,148821,979518.8
-35881,148841,979492.2
-35881,148861,979428.8
-35881,148881,979459
-35881,148901,979492
-35881,148921,979491.5
-35881,148941,979497.9
-35881,148961,979503.7
-35881,148981,979509.5
-35881,149001,979510.5
-35881,149021,979489.4
-35881,149041,979521.3
-35881,149061,979441.2
-35881,149081,979512.2
-35881,149101,979582.1
-35881,149121,979591.3
-35881,149141,979610.4
-35881,149161,979602.6
-35881,149181,979591.8
-35881,149201,979556.3
-35881,149221,979573.6
-35881,149241,979581.9
-35881,149261,979551.2
-35881,149281,979545.1
-35881,149301,979522.6
-35881,149321,979516.4
-35881,149341,979516.6
-35881,149361,979526.6
-35881,149381,979522.8
-35861,148601,979471.5
-35861,148621,979474.1
-35861,148641,979443.4
-35861,148661,979458.5
-35861,148681,979471.9
-35861,148701,979473.2
-35861,148721,979465.7
-35861,148741,979442.9
-35861,148761,979463.8
-35861,148781,979503.2
-35861,148801,979512.9
-35861,148821,979497.8
-35861,148841,979484.8
-35861,148861,979402.8
-35861,148881,979409
-35861,148901,979488.4
-35861,148921,979482.2
-35861,148941,979497.9
-35861,148961,979490.5
-35861,148981,979496.2
-35861,149001,979531.9
-35861,149021,979521.7
-35861,149041,979542
-35861,149061,979472.6
-35861,149081,979526.5
-35861,149101,979503.6
-35861,149121,979580.6
-35861,149141,979609.1
-35861,149161,979604.4
-35861,149181,979580.7
-35861,149201,979565.2
-35861,149221,979561.8
-35861,149241,979565.1
-35861,149261,979576.1
-35861,149281,979562.8
-35861,149301,979545.7
-35861,149321,979528.6
-35861,149341,979539.4
-35861,149361,979532.8
-35861,149381,979542.2
-35841,148601,979470
-35841,148621,979478.6
-35841,148641,979444.9
-35841,148661,979433.8
-35841,148681,979471.7
-35841,148701,979460.9
-35841,148721,979450.9
-35841,148741,979466.6
-35841,148761,979462.3
-35841,148781,979480.8
-35841,148801,979515.9
-35841,148821,979483.8
-35841,148841,979504
-35841,148861,979474.5
-35841,148881,979506.2
-35841,148901,979461.7
-35841,148921,979492.1
-35841,148941,979487.6
-35841,148961,979514.5
-35841,148981,979522.6
-35841,149001,979492.3
-35841,149021,979498.9
-35841,149041,979522.8
-35841,149061,979500.1
-35841,149081,979545.4
-35841,149101,979526.7
-35841,149121,979592.9
-35841,149141,979603.1
-35841,149161,979598.8
-35841,149181,979586.9
-35841,149201,979586.7
-35841,149221,979570.9
-35841,149241,979534.9
-35841,149261,979535.5
-35841,149281,979557.3
-35841,149301,979567.4
-35841,149321,979550
-35841,149341,979541.1
-35841,149361,979520.6
-35841,149381,979516.4
-35821,148601,979462.9
-35821,148621,979485.2
-35821,148641,979483.9
-35821,148661,979426.2
-35821,148681,979464.2
-35821,148701,979478.2
-35821,148721,979465.3
-35821,148741,979460.3
-35821,148761,979462.7
-35821,148781,979495.2
-35821,148801,979516.8
-35821,148821,979509.3
-35821,148841,979508.8
-35821,148861,979507.9
-35821,148881,979492.9
-35821,148901,979419.4
-35821,148921,979459.4
-35821,148941,979514.2
-35821,148961,979511.2
-35821,148981,979478.4
-35821,149001,979459.6
-35821,149021,979472.6
-35821,149041,979503.5
-35821,149061,979556.5
-35821,149081,979561.2
-35821,149101,979486.4
-35821,149121,979594.1
-35821,149141,979587.6
-35821,149161,979604.8
-35821,149181,979599.4
-35821,149201,979592.8
-35821,149221,979571.5
-35821,149241,979564.4
-35821,149261,979537.9
-35821,149281,979513.4
-35821,149301,979547.1
-35821,149321,979541.8
-35821,149341,979533.8
-35821,149361,979501.4
-35821,149381,979505.9
-35801,148601,979466.4
-35801,148621,979482.9
-35801,148641,979472.4
-35801,148661,979455.8
-35801,148681,979487.6
-35801,148701,979490.2
-35801,148721,979440.8
-35801,148741,979474.8
-35801,148761,979496.7
-35801,148781,979466.7
-35801,148801,979490.5
-35801,148821,979507.1
-35801,148841,979506.9
-35801,148861,979506.9
-35801,148881,979470.8
-35801,148901,979473.8
-35801,148921,979489.2
-35801,148941,979465.5
-35801,148961,979506.1
-35801,148981,979489.2
-35801,149001,979479.6
-35801,149021,979487.1
-35801,149041,979535.9
-35801,149061,979500.1
-35801,149081,979571.9
-35801,149101,979507.9
-35801,149121,979564.3
-35801,149141,979601.1
-35801,149161,979582.1
-35801,149181,979571.9
-35801,149201,979579.7
-35801,149221,979543.2
-35801,149241,979582.2
-35801,149261,979563.7
-35801,149281,979535.1
-35801,149301,979522.2
-35801,149321,979519.2
-35801,149341,979509.6
-35801,149361,979526.1
-35801,149381,979547.8
-35781,148601,979483.4
-35781,148621,979486
-35781,148641,979474.1
-35781,148661,979492.2
-35781,148681,979471.3
-35781,148701,979482.8
-35781,148721,979479.1
-35781,148741,979495.4
-35781,148761,979446.4
-35781,148781,979451.1
-35781,148801,979473.3
-35781,148821,979500.2
-35781,148841,979450.3
-35781,148861,979442.3
-35781,148881,979458.9
-35781,148901,979476.9
-35781,148921,979482.5
-35781,148941,979517.8
-35781,148961,979508.9
-35781,148981,979519.1
-35781,149001,979498.8
-35781,149021,979501.6
-35781,149041,979500.6
-35781,149061,979565.7
-35781,149081,979563.4
-35781,149101,979544.1
-35781,149121,979550
-35781,149141,979593.8
-35781,149161,979587.7
-35781,149181,979566.6
-35781,149201,979583.8
-35781,149221,979582.4
-35781,149241,979570.8
-35781,149261,979552.3
-35781,149281,979534.6
-35781,149301,979517.5
-35781,149321,979495.9
-35781,149341,979501.9
-35781,149361,979528.9
-35781,149381,979561.8
-35761,148601,979483
-35761,148621,979478.2
-35761,148641,979494.4
-35761,148661,979494.9
-35761,148681,979441.7
-35761,148701,979473.6
-35761,148721,979489.1
-35761,148741,979471.9
-35761,148761,979444.3
-35761,148781,979457.1
-35761,148801,979449.8
-35761,148821,979495.1
-35761,148841,979451.8
-35761,148861,979376.2
-35761,148881,979425.3
-35761,148901,979425.8
-35761,148921,979489.1
-35761,148941,979470.6
-35761,148961,979541.8
-35761,148981,979534.1
-35761,149001,979506.6
-35761,149021,979498.1
-35761,149041,979478.6
-35761,149061,979492.3
-35761,149081,979572.7
-35761,149101,979525.4
-35761,149121,979573.7
-35761,149141,979599
-35761,149161,979586.1
-35761,149181,979590.6
-35761,149201,979588.4
-35761,149221,979563.2
-35761,149241,979544.2
-35761,149261,979520.3
-35761,149281,979497.2
-35761,149301,979472.6
-35761,149321,979498.9
-35761,149341,979516.4
-35761,149361,979530.4
-35761,149381,979553.1
-35741,148601,979422.4
-35741,148621,979476.8
-35741,148641,979474.9
-35741,148661,979488.1
-35741,148681,979474.2
-35741,148701,979450.3
-35741,148721,979464.9
-35741,148741,979469.1
-35741,148761,979407.8
-35741,148781,979362.4
-35741,148801,979457.4
-35741,148821,979482.5
-35741,148841,979445.8
-35741,148861,979396.9
-35741,148881,979419.1
-35741,148901,979447.1
-35741,148921,979485.5
-35741,148941,979501.3
-35741,148961,979538.1
-35741,148981,979540.7
-35741,149001,979529.7
-35741,149021,979517.4
-35741,149041,979462.1
-35741,149061,979495
-35741,149081,979560.9
-35741,149101,979551.9
-35741,149121,979570.6
-35741,149141,979573.7
-35741,149161,979590.9
-35741,149181,979590.1
-35741,149201,979591
-35741,149221,979571.8
-35741,149241,979560.1
-35741,149261,979492.4
-35741,149281,979490.4
-35741,149301,979487.4
-35741,149321,979514.1
-35741,149341,979525.4
-35741,149361,979546.4
-35741,149381,979562.9
-35721,148601,979451.5
